Quantity,UnitPrice,Country
576,0.55,Netherlands
192,1.65,Germany
144,2.08,EIRE
240,0.42,EIRE
288,0.72,EIRE
144,0.72,EIRE
120,2.55,EIRE
144,0.72,EIRE
128,1.25,Sweden
128,0.83,Sweden
256,0.83,Sweden
288,0.29,Sweden
960,1.79,Australia
144,1.45,Australia
160,0.72,Australia
120,0.42,Australia
240,1.79,Australia
144,0.72,EIRE
240,0.42,EIRE
240,0.42,EIRE
240,0.42,EIRE
128,0.72,EIRE
128,0.72,EIRE
200,0.36,EIRE
200,0.36,EIRE
288,0.36,EIRE
160,1.45,France
144,1.04,Germany
144,1.04,Germany
144,1.04,Germany
144,1.04,Germany
144,0.39,Japan
192,1.45,Japan
144,1.45,Japan
120,1.79,Japan
144,0.39,Japan
288,0.21,Germany
144,1.05,Netherlands
160,2.55,EIRE
144,0.39,Italy
240,0.42,Netherlands
192,1.45,Netherlands
192,1.65,Netherlands
256,1.65,Netherlands
216,1.45,Netherlands
200,1.04,Netherlands
200,1.45,Netherlands
432,0.36,Netherlands
144,2.55,Netherlands
200,0.72,Netherlands
200,1.45,Netherlands
288,0.65,Netherlands
160,2.55,Netherlands
144,1.06,Netherlands
128,1.06,Netherlands
192,0.36,Netherlands
144,1.06,Netherlands
288,0.85,Netherlands
200,0.72,Netherlands
200,0.72,Netherlands
200,1.45,Netherlands
200,1.45,Netherlands
144,1.65,Netherlands
192,2.55,Netherlands
128,1.06,Netherlands
128,1.06,Netherlands
384,0.55,Netherlands
128,0.72,Germany
128,0.72,Germany
200,1.45,Spain
360,3.75,Spain
288,3.75,Spain
120,0.39,Germany
120,0.39,Germany
120,1.79,France
250,0.42,France
250,0.42,France
2040,1.79,Japan
240,0.12,Norway
144,0.19,Norway
192,1.06,Norway
120,0.72,Portugal
120,0.72,Portugal
120,0.72,Portugal
144,1.45,Netherlands
144,0.36,Netherlands
144,0.36,Netherlands
108,4.15,Netherlands
144,1.79,Netherlands
144,0.36,Netherlands
120,0.79,Netherlands
120,0.79,Netherlands
144,0.19,Netherlands
144,0.19,Netherlands
144,0.19,Netherlands
144,0.21,Netherlands
144,0.39,Netherlands
144,0.21,Netherlands
144,0.39,Netherlands
144,0.36,Netherlands
144,1.45,Netherlands
144,0.36,Netherlands
120,1.85,Netherlands
144,1.05,Netherlands
1440,1.79,Netherlands
140,1.79,Netherlands
192,1.06,Norway
240,0.12,Norway
144,0.19,Norway
