RUBRO;MOC_ZONAS_ID;AÑO;CUATRIMESTRE;NIVEL
OPTICA Y JOYERIAS;140;2016;1;1
OPTICA Y JOYERIAS;140;2016;2;1
OPTICA Y JOYERIAS;140;2016;3;1
PANADERIAS;140;2016;2;1
SALUD Y COSMETICA;140;2016;1;1
SALUD Y COSMETICA;140;2016;2;1
SALUD Y COSMETICA;140;2016;3;1
SUPERMERCADOS Y ALMACENES;140;2016;1;2
SUPERMERCADOS Y ALMACENES;140;2016;2;1
SUPERMERCADOS Y ALMACENES;140;2016;3;1
TRATAMIENTOS ESTETICOS;140;2016;2;1
VETERINARIA;140;2016;3;1
CARNES Y VERDURAS;139;2016;1;1
CARNES Y VERDURAS;139;2016;3;1
COMIDA AL PASO;139;2016;1;1
COMIDA AL PASO;139;2016;2;1
INDUMENTARIA;139;2016;1;1
INDUMENTARIA;139;2016;2;1
INDUMENTARIA;139;2016;3;1
INSTITUCIONES DEPORTIVAS;139;2016;1;1
INSUMOS PARA EL HOGAR;139;2016;3;1
KIOSCOS Y LOTERIAS;139;2016;3;1
PANADERIAS;139;2016;1;1
RESTAURANTES;139;2016;1;1
RESTAURANTES;139;2016;2;1
SUPERMERCADOS Y ALMACENES;139;2016;1;1
SUPERMERCADOS Y ALMACENES;139;2016;2;1
TRATAMIENTOS ESTETICOS;139;2016;2;1
TRATAMIENTOS ESTETICOS;139;2016;3;1
COMIDA AL PASO;138;2016;1;1
FERRETERIA Y CONSTRUCCION;138;2016;1;1
FIAMBRERIAS Y DIETETICAS;138;2016;2;1
INDUMENTARIA;138;2016;1;1
INDUMENTARIA;138;2016;2;1
INDUMENTARIA;138;2016;3;1
INSTITUCIONES DEPORTIVAS;138;2016;2;1
INSUMOS PARA EL HOGAR;138;2016;2;1
KIOSCOS Y LOTERIAS;138;2016;2;1
KIOSCOS Y LOTERIAS;138;2016;3;1
MUSICA Y LIBRERIA;138;2016;1;1
MUSICA Y LIBRERIA;138;2016;3;1
OPTICA Y JOYERIAS;138;2016;1;1
OPTICA Y JOYERIAS;138;2016;2;1
PANADERIAS;138;2016;1;1
PANADERIAS;138;2016;2;1
SALUD Y COSMETICA;138;2016;1;1
SALUD Y COSMETICA;138;2016;2;1
SUPERMERCADOS Y ALMACENES;138;2016;2;1
VETERINARIA;138;2016;3;1
BARES Y CAFES;137;2016;2;1
BARES Y CAFES;137;2016;3;1
CARNES Y VERDURAS;137;2016;1;1
COMIDA AL PASO;137;2016;2;1
FERRETERIA Y CONSTRUCCION;137;2016;1;1
FERRETERIA Y CONSTRUCCION;137;2016;2;1
FIAMBRERIAS Y DIETETICAS;137;2016;1;1
FIAMBRERIAS Y DIETETICAS;137;2016;3;1
INDUMENTARIA;137;2016;1;1
INDUMENTARIA;137;2016;2;1
INDUMENTARIA;137;2016;3;1
INSUMOS PARA EL HOGAR;137;2016;1;1
KIOSCOS Y LOTERIAS;137;2016;1;1
MUSICA Y LIBRERIA;137;2016;2;1
OPTICA Y JOYERIAS;137;2016;1;1
OPTICA Y JOYERIAS;137;2016;2;1
OPTICA Y JOYERIAS;137;2016;3;1
PANADERIAS;137;2016;3;1
SALUD Y COSMETICA;137;2016;1;1
SALUD Y COSMETICA;137;2016;2;1
SALUD Y COSMETICA;137;2016;3;1
SUPERMERCADOS Y ALMACENES;137;2016;2;1
SUPERMERCADOS Y ALMACENES;137;2016;3;1
TRATAMIENTOS ESTETICOS;137;2016;3;1
CARNES Y VERDURAS;136;2016;3;1
FERRETERIA Y CONSTRUCCION;136;2016;2;1
FERRETERIA Y CONSTRUCCION;136;2016;3;1
INSTITUCIONES DEPORTIVAS;136;2016;3;1
KIOSCOS Y LOTERIAS;136;2016;2;1
MUSICA Y LIBRERIA;136;2016;2;1
OPTICA Y JOYERIAS;136;2016;1;1
PANADERIAS;136;2016;1;1
RESTAURANTES;136;2016;2;1
BARES Y CAFES;135;2016;1;1
CARNES Y VERDURAS;135;2016;1;1
CARNES Y VERDURAS;135;2016;2;1
COMIDA AL PASO;135;2016;2;1
FERRETERIA Y CONSTRUCCION;135;2016;1;1
FERRETERIA Y CONSTRUCCION;135;2016;2;1
FIAMBRERIAS Y DIETETICAS;135;2016;1;1
FIAMBRERIAS Y DIETETICAS;135;2016;2;1
FIAMBRERIAS Y DIETETICAS;135;2016;3;1
INDUMENTARIA;135;2016;1;1
INDUMENTARIA;135;2016;2;1
INDUMENTARIA;135;2016;3;1
MUSICA Y LIBRERIA;135;2016;1;1
MUSICA Y LIBRERIA;135;2016;2;1
MUSICA Y LIBRERIA;135;2016;3;1
OPTICA Y JOYERIAS;135;2016;1;1
OPTICA Y JOYERIAS;135;2016;2;1
SALUD Y COSMETICA;135;2016;1;1
SALUD Y COSMETICA;135;2016;2;1
SALUD Y COSMETICA;135;2016;3;1
SUPERMERCADOS Y ALMACENES;135;2016;1;1
SUPERMERCADOS Y ALMACENES;135;2016;2;1
SUPERMERCADOS Y ALMACENES;135;2016;3;1
TRATAMIENTOS ESTETICOS;135;2016;1;1
TRATAMIENTOS ESTETICOS;135;2016;2;1
TRATAMIENTOS ESTETICOS;135;2016;3;1
VETERINARIA;135;2016;1;1
VETERINARIA;135;2016;3;1
BARES Y CAFES;134;2016;3;1
COMIDA AL PASO;134;2016;2;1
COMIDA AL PASO;134;2016;3;1
FERRETERIA Y CONSTRUCCION;134;2016;1;1
FERRETERIA Y CONSTRUCCION;134;2016;3;1
FIAMBRERIAS Y DIETETICAS;134;2016;1;1
FIAMBRERIAS Y DIETETICAS;134;2016;2;1
HELADERIAS;134;2016;3;1
INDUMENTARIA;134;2016;1;1
INDUMENTARIA;134;2016;3;1
MUSICA Y LIBRERIA;134;2016;1;1
OPTICA Y JOYERIAS;134;2016;2;1
OPTICA Y JOYERIAS;134;2016;3;1
RESTAURANTES;134;2016;2;1
SALUD Y COSMETICA;134;2016;2;1
SUPERMERCADOS Y ALMACENES;134;2016;1;1
TRATAMIENTOS ESTETICOS;134;2016;1;1
VETERINARIA;134;2016;1;1
VETERINARIA;134;2016;3;1
CARNES Y VERDURAS;133;2016;1;1
COMIDA AL PASO;133;2016;2;1
COMIDA AL PASO;133;2016;3;1
FERRETERIA Y CONSTRUCCION;133;2016;1;1
FERRETERIA Y CONSTRUCCION;133;2016;2;1
INDUMENTARIA;133;2016;1;1
INDUMENTARIA;133;2016;2;1
INDUMENTARIA;133;2016;3;1
INSTITUCIONES DEPORTIVAS;133;2016;3;1
MUSICA Y LIBRERIA;133;2016;2;1
PANADERIAS;133;2016;1;1
SALUD Y COSMETICA;133;2016;1;1
SALUD Y COSMETICA;133;2016;3;1
SUPERMERCADOS Y ALMACENES;133;2016;1;1
TRATAMIENTOS ESTETICOS;133;2016;3;1
VETERINARIA;133;2016;2;1
FERRETERIA Y CONSTRUCCION;132;2016;2;1
FIAMBRERIAS Y DIETETICAS;132;2016;2;1
INDUMENTARIA;132;2016;1;1
INDUMENTARIA;132;2016;2;1
INDUMENTARIA;132;2016;3;1
INSUMOS PARA EL HOGAR;132;2016;1;1
INSUMOS PARA EL HOGAR;132;2016;2;1
INSUMOS PARA EL HOGAR;132;2016;3;1
KIOSCOS Y LOTERIAS;132;2016;2;1
OPTICA Y JOYERIAS;132;2016;1;1
OPTICA Y JOYERIAS;132;2016;2;1
PANADERIAS;132;2016;2;1
SALUD Y COSMETICA;132;2016;1;1
SALUD Y COSMETICA;132;2016;2;1
SALUD Y COSMETICA;132;2016;3;1
TRATAMIENTOS ESTETICOS;132;2016;1;1
VETERINARIA;132;2016;3;1
BARES Y CAFES;131;2016;2;1
COMIDA AL PASO;131;2016;2;1
COMIDA AL PASO;131;2016;3;1
FERRETERIA Y CONSTRUCCION;131;2016;1;1
FERRETERIA Y CONSTRUCCION;131;2016;2;1
FERRETERIA Y CONSTRUCCION;131;2016;3;1
FIAMBRERIAS Y DIETETICAS;131;2016;1;1
FIAMBRERIAS Y DIETETICAS;131;2016;2;1
FIAMBRERIAS Y DIETETICAS;131;2016;3;1
HELADERIAS;131;2016;2;1
INDUMENTARIA;131;2016;1;1
INDUMENTARIA;131;2016;2;1
INDUMENTARIA;131;2016;3;1
INSTITUCIONES DEPORTIVAS;131;2016;2;1
INSUMOS PARA EL HOGAR;131;2016;3;1
KIOSCOS Y LOTERIAS;131;2016;1;1
KIOSCOS Y LOTERIAS;131;2016;2;1
MUSICA Y LIBRERIA;131;2016;1;1
MUSICA Y LIBRERIA;131;2016;2;1
OPTICA Y JOYERIAS;131;2016;1;1
OPTICA Y JOYERIAS;131;2016;2;1
OPTICA Y JOYERIAS;131;2016;3;1
PANADERIAS;131;2016;2;1
PANADERIAS;131;2016;3;1
RESTAURANTES;131;2016;1;1
SALUD Y COSMETICA;131;2016;1;1
SALUD Y COSMETICA;131;2016;2;1
SALUD Y COSMETICA;131;2016;3;1
SUPERMERCADOS Y ALMACENES;131;2016;1;1
SUPERMERCADOS Y ALMACENES;131;2016;2;1
TRATAMIENTOS ESTETICOS;131;2016;1;1
TRATAMIENTOS ESTETICOS;131;2016;3;1
VETERINARIA;131;2016;3;1
BARES Y CAFES;130;2016;1;1
BARES Y CAFES;130;2016;3;1
CARNES Y VERDURAS;130;2016;1;1
CARNES Y VERDURAS;130;2016;3;1
COMIDA AL PASO;130;2016;2;1
COMIDA AL PASO;130;2016;3;1
FERRETERIA Y CONSTRUCCION;130;2016;1;1
FERRETERIA Y CONSTRUCCION;130;2016;2;1
FIAMBRERIAS Y DIETETICAS;130;2016;2;1
FIAMBRERIAS Y DIETETICAS;130;2016;3;1
HELADERIAS;130;2016;3;1
INDUMENTARIA;130;2016;1;1
INDUMENTARIA;130;2016;2;1
INDUMENTARIA;130;2016;3;1
INSTITUCIONES DEPORTIVAS;130;2016;1;1
INSTITUCIONES DEPORTIVAS;130;2016;2;1
INSUMOS PARA EL HOGAR;130;2016;2;1
INSUMOS PARA EL HOGAR;130;2016;3;1
KIOSCOS Y LOTERIAS;130;2016;1;1
KIOSCOS Y LOTERIAS;130;2016;2;1
KIOSCOS Y LOTERIAS;130;2016;3;1
OPTICA Y JOYERIAS;130;2016;1;1
OPTICA Y JOYERIAS;130;2016;2;2
OPTICA Y JOYERIAS;130;2016;3;1
PANADERIAS;130;2016;1;1
PANADERIAS;130;2016;2;1
RESTAURANTES;130;2016;1;1
RESTAURANTES;130;2016;2;1
SALUD Y COSMETICA;130;2016;1;1
SALUD Y COSMETICA;130;2016;2;2
SALUD Y COSMETICA;130;2016;3;1
SUPERMERCADOS Y ALMACENES;130;2016;2;1
SUPERMERCADOS Y ALMACENES;130;2016;3;1
TRATAMIENTOS ESTETICOS;130;2016;1;1
TRATAMIENTOS ESTETICOS;130;2016;2;1
TRATAMIENTOS ESTETICOS;130;2016;3;1
VETERINARIA;130;2016;1;1
BARES Y CAFES;129;2016;2;1
BARES Y CAFES;129;2016;3;1
CARNES Y VERDURAS;129;2016;1;1
CARNES Y VERDURAS;129;2016;3;1
COMIDA AL PASO;129;2016;1;2
COMIDA AL PASO;129;2016;2;1
COMIDA AL PASO;129;2016;3;1
FERRETERIA Y CONSTRUCCION;129;2016;1;1
FERRETERIA Y CONSTRUCCION;129;2016;2;1
FERRETERIA Y CONSTRUCCION;129;2016;3;1
FIAMBRERIAS Y DIETETICAS;129;2016;1;1
FIAMBRERIAS Y DIETETICAS;129;2016;2;1
FIAMBRERIAS Y DIETETICAS;129;2016;3;1
INDUMENTARIA;129;2016;1;1
INDUMENTARIA;129;2016;2;1
INDUMENTARIA;129;2016;3;1
INSTITUCIONES DEPORTIVAS;129;2016;1;1
INSTITUCIONES DEPORTIVAS;129;2016;2;1
KIOSCOS Y LOTERIAS;129;2016;2;1
KIOSCOS Y LOTERIAS;129;2016;3;1
OPTICA Y JOYERIAS;129;2016;1;2
OPTICA Y JOYERIAS;129;2016;2;1
OPTICA Y JOYERIAS;129;2016;3;1
RESTAURANTES;129;2016;1;1
RESTAURANTES;129;2016;2;1
RESTAURANTES;129;2016;3;1
SALUD Y COSMETICA;129;2016;1;1
SALUD Y COSMETICA;129;2016;2;1
SALUD Y COSMETICA;129;2016;3;1
SUPERMERCADOS Y ALMACENES;129;2016;1;1
SUPERMERCADOS Y ALMACENES;129;2016;2;1
SUPERMERCADOS Y ALMACENES;129;2016;3;1
TRATAMIENTOS ESTETICOS;129;2016;1;1
TRATAMIENTOS ESTETICOS;129;2016;3;1
VETERINARIA;129;2016;1;1
BARES Y CAFES;128;2016;3;1
CARNES Y VERDURAS;128;2016;3;1
COMIDA AL PASO;128;2016;1;1
COMIDA AL PASO;128;2016;3;1
FIAMBRERIAS Y DIETETICAS;128;2016;2;1
INDUMENTARIA;128;2016;1;1
INDUMENTARIA;128;2016;2;1
INDUMENTARIA;128;2016;3;1
MUSICA Y LIBRERIA;128;2016;2;1
MUSICA Y LIBRERIA;128;2016;3;1
OPTICA Y JOYERIAS;128;2016;3;1
PANADERIAS;128;2016;3;1
SALUD Y COSMETICA;128;2016;1;1
SALUD Y COSMETICA;128;2016;2;1
SUPERMERCADOS Y ALMACENES;128;2016;1;1
SUPERMERCADOS Y ALMACENES;128;2016;3;1
VETERINARIA;128;2016;1;1
CARNES Y VERDURAS;127;2016;2;1
COMIDA AL PASO;127;2016;2;1
FERRETERIA Y CONSTRUCCION;127;2016;1;1
FERRETERIA Y CONSTRUCCION;127;2016;2;1
FIAMBRERIAS Y DIETETICAS;127;2016;1;1
INDUMENTARIA;127;2016;1;2
INDUMENTARIA;127;2016;2;2
INDUMENTARIA;127;2016;3;1
INSUMOS PARA EL HOGAR;127;2016;1;1
INSUMOS PARA EL HOGAR;127;2016;2;1
KIOSCOS Y LOTERIAS;127;2016;1;1
KIOSCOS Y LOTERIAS;127;2016;2;1
MUSICA Y LIBRERIA;127;2016;1;1
MUSICA Y LIBRERIA;127;2016;2;1
OPTICA Y JOYERIAS;127;2016;1;1
PANADERIAS;127;2016;2;1
RESTAURANTES;127;2016;2;1
SALUD Y COSMETICA;127;2016;1;1
SALUD Y COSMETICA;127;2016;2;2
SALUD Y COSMETICA;127;2016;3;1
SUPERMERCADOS Y ALMACENES;127;2016;1;1
SUPERMERCADOS Y ALMACENES;127;2016;2;1
SUPERMERCADOS Y ALMACENES;127;2016;3;1
BARES Y CAFES;126;2016;2;1
CARNES Y VERDURAS;126;2016;1;1
CARNES Y VERDURAS;126;2016;2;1
COMIDA AL PASO;126;2016;1;1
COMIDA AL PASO;126;2016;2;1
COMIDA AL PASO;126;2016;3;1
FERRETERIA Y CONSTRUCCION;126;2016;1;1
FERRETERIA Y CONSTRUCCION;126;2016;2;1
FERRETERIA Y CONSTRUCCION;126;2016;3;1
FIAMBRERIAS Y DIETETICAS;126;2016;3;1
HELADERIAS;126;2016;1;1
INDUMENTARIA;126;2016;1;2
INDUMENTARIA;126;2016;2;2
INDUMENTARIA;126;2016;3;1
INSUMOS PARA EL HOGAR;126;2016;1;1
INSUMOS PARA EL HOGAR;126;2016;2;1
INSUMOS PARA EL HOGAR;126;2016;3;1
KIOSCOS Y LOTERIAS;126;2016;1;1
KIOSCOS Y LOTERIAS;126;2016;2;1
KIOSCOS Y LOTERIAS;126;2016;3;1
MUSICA Y LIBRERIA;126;2016;1;1
MUSICA Y LIBRERIA;126;2016;2;1
MUSICA Y LIBRERIA;126;2016;3;1
OPTICA Y JOYERIAS;126;2016;1;1
OPTICA Y JOYERIAS;126;2016;2;1
OPTICA Y JOYERIAS;126;2016;3;1
PANADERIAS;126;2016;1;1
PANADERIAS;126;2016;2;1
RESTAURANTES;126;2016;1;1
SALUD Y COSMETICA;126;2016;1;1
SALUD Y COSMETICA;126;2016;2;1
SALUD Y COSMETICA;126;2016;3;1
SUPERMERCADOS Y ALMACENES;126;2016;1;1
SUPERMERCADOS Y ALMACENES;126;2016;2;1
SUPERMERCADOS Y ALMACENES;126;2016;3;1
TRATAMIENTOS ESTETICOS;126;2016;1;1
TRATAMIENTOS ESTETICOS;126;2016;3;1
VETERINARIA;126;2016;1;1
VETERINARIA;126;2016;3;1
BARES Y CAFES;125;2016;2;1
COMIDA AL PASO;125;2016;1;1
COMIDA AL PASO;125;2016;2;1
FERRETERIA Y CONSTRUCCION;125;2016;1;1
FERRETERIA Y CONSTRUCCION;125;2016;2;1
HELADERIAS;125;2016;1;1
INDUMENTARIA;125;2016;1;1
INDUMENTARIA;125;2016;2;1
INDUMENTARIA;125;2016;3;1
INSTITUCIONES DEPORTIVAS;125;2016;2;1
INSUMOS PARA EL HOGAR;125;2016;1;1
INSUMOS PARA EL HOGAR;125;2016;2;1
INSUMOS PARA EL HOGAR;125;2016;3;1
KIOSCOS Y LOTERIAS;125;2016;3;1
MUSICA Y LIBRERIA;125;2016;1;1
MUSICA Y LIBRERIA;125;2016;2;1
MUSICA Y LIBRERIA;125;2016;3;1
OPTICA Y JOYERIAS;125;2016;2;1
PANADERIAS;125;2016;1;1
PANADERIAS;125;2016;2;1
RESTAURANTES;125;2016;2;1
SALUD Y COSMETICA;125;2016;1;1
SALUD Y COSMETICA;125;2016;2;1
SALUD Y COSMETICA;125;2016;3;1
SUPERMERCADOS Y ALMACENES;125;2016;1;1
SUPERMERCADOS Y ALMACENES;125;2016;3;1
TRATAMIENTOS ESTETICOS;125;2016;1;1
TRATAMIENTOS ESTETICOS;125;2016;2;1
BARES Y CAFES;124;2016;1;1
FERRETERIA Y CONSTRUCCION;124;2016;1;1
INDUMENTARIA;124;2016;1;1
INDUMENTARIA;124;2016;2;1
INDUMENTARIA;124;2016;3;1
INSUMOS PARA EL HOGAR;124;2016;3;1
MUSICA Y LIBRERIA;124;2016;1;1
OPTICA Y JOYERIAS;124;2016;1;1
OPTICA Y JOYERIAS;124;2016;2;1
OPTICA Y JOYERIAS;124;2016;3;1
PANADERIAS;124;2016;3;1
RESTAURANTES;124;2016;1;1
SALUD Y COSMETICA;124;2016;1;1
SALUD Y COSMETICA;124;2016;3;1
SUPERMERCADOS Y ALMACENES;124;2016;2;1
SUPERMERCADOS Y ALMACENES;124;2016;3;1
TRATAMIENTOS ESTETICOS;124;2016;2;1
VETERINARIA;124;2016;2;1
BARES Y CAFES;123;2016;2;1
BARES Y CAFES;123;2016;3;1
COMIDA AL PASO;123;2016;3;1
FERRETERIA Y CONSTRUCCION;123;2016;1;1
INDUMENTARIA;123;2016;1;1
INDUMENTARIA;123;2016;2;1
INDUMENTARIA;123;2016;3;1
INSTITUCIONES DEPORTIVAS;123;2016;1;1
INSTITUCIONES DEPORTIVAS;123;2016;2;1
KIOSCOS Y LOTERIAS;123;2016;1;1
MUSICA Y LIBRERIA;123;2016;1;1
MUSICA Y LIBRERIA;123;2016;2;1
MUSICA Y LIBRERIA;123;2016;3;1
OPTICA Y JOYERIAS;123;2016;2;1
PANADERIAS;123;2016;1;1
PANADERIAS;123;2016;2;1
RESTAURANTES;123;2016;1;1
RESTAURANTES;123;2016;2;1
SALUD Y COSMETICA;123;2016;1;1
SALUD Y COSMETICA;123;2016;2;1
SUPERMERCADOS Y ALMACENES;123;2016;1;1
SUPERMERCADOS Y ALMACENES;123;2016;2;1
SUPERMERCADOS Y ALMACENES;123;2016;3;1
BARES Y CAFES;122;2016;2;1
CARNES Y VERDURAS;122;2016;2;1
COMIDA AL PASO;122;2016;2;1
COMIDA AL PASO;122;2016;3;1
FERRETERIA Y CONSTRUCCION;122;2016;3;1
INDUMENTARIA;122;2016;1;1
INDUMENTARIA;122;2016;2;1
MUSICA Y LIBRERIA;122;2016;2;1
OPTICA Y JOYERIAS;122;2016;2;1
PANADERIAS;122;2016;1;1
PANADERIAS;122;2016;3;1
RESTAURANTES;122;2016;2;1
SALUD Y COSMETICA;122;2016;1;1
SALUD Y COSMETICA;122;2016;3;1
SUPERMERCADOS Y ALMACENES;122;2016;2;1
FIAMBRERIAS Y DIETETICAS;121;2016;2;1
INDUMENTARIA;121;2016;1;1
INDUMENTARIA;121;2016;3;1
SALUD Y COSMETICA;121;2016;2;1
SUPERMERCADOS Y ALMACENES;121;2016;1;1
SUPERMERCADOS Y ALMACENES;121;2016;2;1
SUPERMERCADOS Y ALMACENES;121;2016;3;1
VETERINARIA;121;2016;2;1
BARES Y CAFES;120;2016;2;1
BARES Y CAFES;120;2016;3;1
CARNES Y VERDURAS;120;2016;1;1
COMIDA AL PASO;120;2016;2;1
COMIDA AL PASO;120;2016;3;1
FERRETERIA Y CONSTRUCCION;120;2016;1;1
FERRETERIA Y CONSTRUCCION;120;2016;2;1
FERRETERIA Y CONSTRUCCION;120;2016;3;1
INDUMENTARIA;120;2016;1;1
INDUMENTARIA;120;2016;2;1
INDUMENTARIA;120;2016;3;1
INSUMOS PARA EL HOGAR;120;2016;1;1
KIOSCOS Y LOTERIAS;120;2016;1;1
MUSICA Y LIBRERIA;120;2016;1;1
OPTICA Y JOYERIAS;120;2016;3;1
RESTAURANTES;120;2016;1;1
SALUD Y COSMETICA;120;2016;2;1
SUPERMERCADOS Y ALMACENES;120;2016;3;1
BARES Y CAFES;119;2016;3;1
COMIDA AL PASO;119;2016;1;1
COMIDA AL PASO;119;2016;2;1
FERRETERIA Y CONSTRUCCION;119;2016;1;1
FERRETERIA Y CONSTRUCCION;119;2016;2;1
INDUMENTARIA;119;2016;2;1
INDUMENTARIA;119;2016;3;1
INSTITUCIONES DEPORTIVAS;119;2016;2;1
INSUMOS PARA EL HOGAR;119;2016;1;1
KIOSCOS Y LOTERIAS;119;2016;1;1
KIOSCOS Y LOTERIAS;119;2016;3;1
MUSICA Y LIBRERIA;119;2016;1;1
OPTICA Y JOYERIAS;119;2016;1;1
OPTICA Y JOYERIAS;119;2016;3;1
RESTAURANTES;119;2016;2;1
SALUD Y COSMETICA;119;2016;1;1
SALUD Y COSMETICA;119;2016;2;1
TRATAMIENTOS ESTETICOS;119;2016;1;1
VETERINARIA;119;2016;1;1
BARES Y CAFES;118;2016;1;1
BARES Y CAFES;118;2016;2;1
BARES Y CAFES;118;2016;3;1
CARNES Y VERDURAS;118;2016;2;1
COMIDA AL PASO;118;2016;1;1
COMIDA AL PASO;118;2016;2;2
COMIDA AL PASO;118;2016;3;1
FERRETERIA Y CONSTRUCCION;118;2016;1;1
FERRETERIA Y CONSTRUCCION;118;2016;2;1
FERRETERIA Y CONSTRUCCION;118;2016;3;1
FIAMBRERIAS Y DIETETICAS;118;2016;1;1
FIAMBRERIAS Y DIETETICAS;118;2016;3;1
INDUMENTARIA;118;2016;1;3
INDUMENTARIA;118;2016;2;3
INDUMENTARIA;118;2016;3;2
INSTITUCIONES DEPORTIVAS;118;2016;1;1
INSTITUCIONES DEPORTIVAS;118;2016;2;1
INSTITUCIONES DEPORTIVAS;118;2016;3;1
INSUMOS PARA EL HOGAR;118;2016;1;1
INSUMOS PARA EL HOGAR;118;2016;2;1
INSUMOS PARA EL HOGAR;118;2016;3;1
KIOSCOS Y LOTERIAS;118;2016;1;2
KIOSCOS Y LOTERIAS;118;2016;2;1
KIOSCOS Y LOTERIAS;118;2016;3;1
MUSICA Y LIBRERIA;118;2016;1;1
MUSICA Y LIBRERIA;118;2016;2;2
MUSICA Y LIBRERIA;118;2016;3;1
OPTICA Y JOYERIAS;118;2016;1;1
OPTICA Y JOYERIAS;118;2016;2;1
PANADERIAS;118;2016;2;1
PANADERIAS;118;2016;3;1
RESTAURANTES;118;2016;1;1
RESTAURANTES;118;2016;2;1
RESTAURANTES;118;2016;3;1
SALUD Y COSMETICA;118;2016;1;1
SALUD Y COSMETICA;118;2016;2;1
SALUD Y COSMETICA;118;2016;3;1
SUPERMERCADOS Y ALMACENES;118;2016;1;1
SUPERMERCADOS Y ALMACENES;118;2016;2;1
SUPERMERCADOS Y ALMACENES;118;2016;3;1
TRATAMIENTOS ESTETICOS;118;2016;1;1
CARNES Y VERDURAS;117;2016;1;1
CARNES Y VERDURAS;117;2016;2;1
CARNES Y VERDURAS;117;2016;3;1
COMIDA AL PASO;117;2016;1;1
COMIDA AL PASO;117;2016;3;1
FERRETERIA Y CONSTRUCCION;117;2016;1;1
FERRETERIA Y CONSTRUCCION;117;2016;3;1
FIAMBRERIAS Y DIETETICAS;117;2016;1;1
FIAMBRERIAS Y DIETETICAS;117;2016;2;1
INDUMENTARIA;117;2016;1;2
INDUMENTARIA;117;2016;2;1
INDUMENTARIA;117;2016;3;1
INSUMOS PARA EL HOGAR;117;2016;1;1
INSUMOS PARA EL HOGAR;117;2016;3;1
KIOSCOS Y LOTERIAS;117;2016;3;1
MUSICA Y LIBRERIA;117;2016;1;1
MUSICA Y LIBRERIA;117;2016;2;1
MUSICA Y LIBRERIA;117;2016;3;1
OPTICA Y JOYERIAS;117;2016;1;1
OPTICA Y JOYERIAS;117;2016;3;1
RESTAURANTES;117;2016;2;1
SALUD Y COSMETICA;117;2016;1;1
SALUD Y COSMETICA;117;2016;2;3
SUPERMERCADOS Y ALMACENES;117;2016;2;1
SUPERMERCADOS Y ALMACENES;117;2016;3;1
TRATAMIENTOS ESTETICOS;117;2016;1;1
TRATAMIENTOS ESTETICOS;117;2016;2;1
VETERINARIA;117;2016;1;1
BARES Y CAFES;116;2016;1;1
BARES Y CAFES;116;2016;2;1
CARNES Y VERDURAS;116;2016;2;1
CARNES Y VERDURAS;116;2016;3;1
COMIDA AL PASO;116;2016;1;1
COMIDA AL PASO;116;2016;2;1
FERRETERIA Y CONSTRUCCION;116;2016;1;1
FERRETERIA Y CONSTRUCCION;116;2016;2;1
FERRETERIA Y CONSTRUCCION;116;2016;3;1
FIAMBRERIAS Y DIETETICAS;116;2016;1;1
FIAMBRERIAS Y DIETETICAS;116;2016;2;1
FIAMBRERIAS Y DIETETICAS;116;2016;3;1
INDUMENTARIA;116;2016;1;1
INDUMENTARIA;116;2016;2;1
INDUMENTARIA;116;2016;3;1
INSTITUCIONES DEPORTIVAS;116;2016;2;1
INSUMOS PARA EL HOGAR;116;2016;1;1
KIOSCOS Y LOTERIAS;116;2016;1;1
KIOSCOS Y LOTERIAS;116;2016;2;1
MUSICA Y LIBRERIA;116;2016;2;1
OPTICA Y JOYERIAS;116;2016;1;1
OPTICA Y JOYERIAS;116;2016;2;1
OPTICA Y JOYERIAS;116;2016;3;1
RESTAURANTES;116;2016;1;1
RESTAURANTES;116;2016;2;1
RESTAURANTES;116;2016;3;1
SALUD Y COSMETICA;116;2016;1;1
SALUD Y COSMETICA;116;2016;2;1
SUPERMERCADOS Y ALMACENES;116;2016;1;1
SUPERMERCADOS Y ALMACENES;116;2016;2;1
SUPERMERCADOS Y ALMACENES;116;2016;3;1
TRATAMIENTOS ESTETICOS;116;2016;1;1
BARES Y CAFES;115;2016;3;1
CARNES Y VERDURAS;115;2016;2;1
COMIDA AL PASO;115;2016;1;1
COMIDA AL PASO;115;2016;2;1
COMIDA AL PASO;115;2016;3;1
FERRETERIA Y CONSTRUCCION;115;2016;2;1
FIAMBRERIAS Y DIETETICAS;115;2016;1;1
FIAMBRERIAS Y DIETETICAS;115;2016;2;1
INDUMENTARIA;115;2016;1;1
INSTITUCIONES DEPORTIVAS;115;2016;2;1
INSUMOS PARA EL HOGAR;115;2016;1;1
INSUMOS PARA EL HOGAR;115;2016;2;1
KIOSCOS Y LOTERIAS;115;2016;2;1
MUSICA Y LIBRERIA;115;2016;1;1
MUSICA Y LIBRERIA;115;2016;2;1
OPTICA Y JOYERIAS;115;2016;2;1
OPTICA Y JOYERIAS;115;2016;3;1
PANADERIAS;115;2016;3;1
RESTAURANTES;115;2016;2;1
RESTAURANTES;115;2016;3;1
SALUD Y COSMETICA;115;2016;1;1
SALUD Y COSMETICA;115;2016;2;1
SALUD Y COSMETICA;115;2016;3;1
SUPERMERCADOS Y ALMACENES;115;2016;1;1
SUPERMERCADOS Y ALMACENES;115;2016;2;1
SUPERMERCADOS Y ALMACENES;115;2016;3;1
