,Unnamed: 0,operation,property_type,place_name,place_with_parent_names,country_name,state_name,geonames_id,lat-lon,lat,lon,price,currency,price_aprox_local_currency,price_aprox_usd,surface_total_in_m2,surface_covered_in_m2,price_usd_per_m2,price_per_m2,floor,rooms,expenses,properati_url,description,title,image_thumbnail
112980,112980,sell,apartment,San Bernardo,|Argentina|Buenos Aires Costa Atlántica|San Bernardo|,Argentina,Buenos Aires Costa Atlántica,3429228.0,"-36.6868711,-56.6780377",-36.6868711,-56.6780377,40000.0,USD,705780.0,40000.0,33.0,33.0,1212.121212121212,1212.121212121212,7.0,2.0,1000.0,http://www.properati.com.ar/1c7qq_venta_departamento_san-bernardo_chiozza-2761_balcon_placard_distefano-propiedades-casa-central,"Venta de Departamento 1 DORMITORIO, San BernardoDepartamento céntrico, ubicado en calle Chiozza al 2700, entre Av San Bernardo y Garay, en pleno corazón de la ciudad.Piso 7 interno, edificio con ascensor y encargado permanente.Esta propiedad consta de cocina comedor integrada con ventana con balcón francés, baño, dormitorio con placard empotrado.Se vende con muebles, Termo  y anafe eléctrico, estado general regular/bueno, a reciclar, Oportunidad!!!!!Consúltenos -  - DISTEFANO SERVICIO INMOBILIARIO INTEGRAL",DEPARTAMENTO EN VENTA,https://thumbs4.properati.com/8/ZCeRPB73zx8j_JaKv3EhfwpXvEc=/trim/198x0/smart/filters:strip_icc()/xintelweb.com/upload/dit4403_2.jpg%3F1501532918
113022,113022,sell,apartment,Flores,|Argentina|Capital Federal|Flores|,Argentina,Capital Federal,3433918.0,"-34.6326795,-58.466863",-34.6326795,-58.466863,135000.0,USD,2382007.5,135000.0,61.0,57.0,2213.114754098361,2368.421052631579,9.0,3.0,3900.0,http://www.properati.com.ar/1c7t3_venta_departamento_flores_alberdi-juan-b-av-2775_balcon_suite_vestidor_luminoso_vista_subte-linea-a_aguero-vera-propiedades,"Tres ambientes. Frente. Balcon. Living comedor. Dos dormitorios uno en suit con vestidor. Cocina totalmente equipada. Hall intimo de 4x1.20. Pisos flotantes. Super luminoso. Excelente estado. Vista panoramica.PARA BRINDARLE UNA MEJOR ATENCIÓN, HABILITAMOS UN CANAL DE COMUNICACIÓN, EN PROCURA DE MEJORAR LA CALIDAD DE NUESTRO SERVICIO DE ATENCIÓN AL CLIENTE, POR FAVOR ENVÍENOS SU OPINIÓN O CONSULTA A  O EN NUESTRA PAGINA WEB  supeditada a que los propietarios cumplan con los requisitos de la Resolución General 2371 de la AFIP y a la tramitación del COTI de acuerdo a la ley, si correspondiese - -  - AGUERO VERA PROPIEDADES",DEPARTAMENTO EN VENTA,https://thumbs4.properati.com/5/JBPunPN-7wnNWYQxp1OGE64hYlM=/trim/198x0/smart/filters:strip_icc()/xintelweb.com/upload/agu2837_2.jpg%3F1501534202
113023,113023,sell,apartment,Flores,|Argentina|Capital Federal|Flores|,Argentina,Capital Federal,3433918.0,"-34.6323020582,-58.4673978126",-34.632302058200004,-58.467397812600005,95000.0,USD,1676227.5,95000.0,46.0,43.0,2065.217391304348,2209.3023255813955,8.0,2.0,1700.0,http://www.properati.com.ar/1c7t4_venta_departamento_flores_lafuente-150_balcon_lavadero_sum_luminoso_placard_subte-linea-a_aguero-vera-propiedades,"Amplio dos ambientes. Frente. Balcón. Hall de entrada. Living comedor. Cómodo dormitorio con placard. Cocina totalmente equipada de 4x2 con lavadero incorporado. Hall intimo de 2.30x1.20 con placard. Baño completo con vanitory. Pisos flotantes y moquet. Super luminoso. Excelente estado. Sum para 50 personas. PARA BRINDARLE UNA MEJOR ATENCIÓN, HABILITAMOS UN CANAL DE COMUNICACIÓN, EN PROCURA DE MEJORAR LA CALIDAD DE NUESTRO SERVICIO DE ATENCIÓN AL CLIENTE, POR FAVOR ENVÍENOS SU OPINIÓN O CONSULTA A  O EN NUESTRA PAGINA WEB  supeditada a que los propietarios cumplan con los requisitos de la Resolución General 2371 de la AFIP y a la tramitación del COTI de acuerdo a la ley, si correspondiese - -  - AGUERO VERA PROPIEDADES",DEPARTAMENTO EN VENTA,https://thumbs4.properati.com/6/2LpaWnGfTke_zwMRS_jXXT-JuK0=/trim/198x0/smart/filters:strip_icc()/xintelweb.com/upload/agu2859_2.jpg%3F1501534203
113024,113024,sell,apartment,Villa Crespo,|Argentina|Capital Federal|Villa Crespo|,Argentina,Capital Federal,3427458.0,"-34.6007809136,-58.4417683439",-34.600780913600005,-58.4417683439,340000.0,USD,5999130.0,340000.0,161.0,145.0,2111.801242236025,2344.827586206897,5.0,4.0,8300.0,http://www.properati.com.ar/1c7t7_venta_departamento_villa-crespo_padilla_600_balcon_baulera_suite_toilette_dependencias_garage_placard_subte-linea-b_bertolotti,"PISO DE 4 AMBIENTES CON DEPENDENCIA Y COCHERAS, EN VENTA, EN VILLA CRESPO!Inmejorable ubicación, a 2 cuadras de Av. Corrientes (Subte B) y a 1 cuadra de Av. Scalabrini Ortiz!Exclusiva unidad en quinto piso, consta de comodo living comedor en L con salida a balcón corrido al frente, dormitorio principal en suite al frente, dos dormitorios con placard al contrafrente y salida a segundo balcón corrido con cerramiento, cocina completa con amplio comedor diario, toilette de recepción, baño completo y dependencia de servicio con baño de servicio.Dos cocheras fijas y cubiertas en PB + cochera propia de cortesía y baulera.Sistema individual de calefacción y refrigeración central.Entrada principal y de servicio blindadas.Pisos de madera entablonada y alfombra en dormitorios.SUCURSAL V. CRESPO ()SUCURSAL ALMAGRO () deja constancia que los m2 indicados son aproximados, al igual que las medidas parciales de los ambientes, y el valor consignado de expensas mensuales está sujeto a verificación y/o ajustes. fotos de carácter no contractual"" -  - EBERTOLOTTI",DEPARTAMENTO EN VENTA,https://thumbs4.properati.com/7/fyPp2wyjb03DdirH62TWzQD7W48=/trim/198x0/smart/filters:strip_icc()/xintelweb.com/upload/ber6318_2.jpg%3F1501534286
113025,113025,sell,apartment,Villa Crespo,|Argentina|Capital Federal|Villa Crespo|,Argentina,Capital Federal,3427458.0,"-34.6001029,-58.4421935",-34.6001029,-58.44219350000001,340000.0,USD,5999130.0,340000.0,161.0,145.0,2111.801242236025,2344.827586206897,5.0,4.0,8300.0,http://www.properati.com.ar/1c7t8_venta_departamento_villa-crespo_padilla-al-600_balcon_baulera_suite_toilette_dependencias_garage_placard_subte-linea-b_eduardo-bertolotti-propiedades,"PISO DE 4 AMBIENTES CON DEPENDENCIA Y COCHERAS, EN VENTA, EN VILLA CRESPO!Inmejorable ubicación, a 2 cuadras de Av. Corrientes (Subte B) y a 1 cuadra de Av. Scalabrini Ortiz!Exclusiva unidad en quinto piso, consta de comodo living comedor en L con salida a balcón corrido al frente, dormitorio principal en suite al frente, dos dormitorios con placard al contrafrente y salida a segundo balcón corrido con cerramiento, cocina completa con amplio comedor diario, toilette de recepción, baño completo y dependencia de servicio con baño de servicio.Dos cocheras fijas y cubiertas en PB + cochera propia de cortesía y baulera.Sistema individual de calefacción y refrigeración central.Entrada principal y de servicio blindadas.Pisos de madera entablonada y alfombra en dormitorios.SUCURSAL ALMAGRO ()SUCURSAL V. CRESPO () deja constancia que los m2 indicados son aproximados, al igual que las medidas parciales de los ambientes, y el valor consignado de expensas mensuales está sujeto a verificación y/o ajustes. fotos de carácter no contractual"".: -  - EBERTOLOTTI",DEPARTAMENTO EN VENTA,https://thumbs4.properati.com/2/3tHS3dB_X2fbhutZxpoc3SlqFnM=/trim/198x0/smart/filters:strip_icc()/xintelweb.com/upload/BER6319_2.jpg%3F1501534286
113026,113026,sell,apartment,Almagro,|Argentina|Capital Federal|Almagro|,Argentina,Capital Federal,3436397.0,"-34.6038472,-58.4076038",-34.603847200000004,-58.4076038,135000.0,USD,2382007.5,135000.0,76.0,68.0,1776.3157894736844,1985.2941176470588,2.0,3.0,2500.0,http://www.properati.com.ar/1c7t9_venta_departamento_almagro_ecuador-al-500_balcon_lavadero_toilette_luminoso_garage_placard_subte-linea-b_subte-linea-a_subte-linea-h_bertolotti,"3 AMBIENTES AL FRENTE CON BALCÓN CORRIDO EN ALMAGRO !!! A METROS DE AV CORRIENTES, 2 CUADRAS DEL SUBTE ESTACIÓN CARLOS GARDELLIVING COMEDOR AMPLIO, 2 DORMITORIOS MUY AMPLIOS CON PLACARD Y PARQUET, COCINA CÓMODA COMPLETA, LAVADERO INDEPENDIENTE, 2 BAÑOS (COMPLETO Y TOILETTE), BALCÓN CORRIDO TODO EXTERNO Y LUMINOSO.EXCELENTE UBICACIÓNSUCURSAL V.CRESPO SUCURSAL ALMAGRO 4862- deja constancia que el valor consignado de expensas queda sujeto a variación y/o ajustes, y que las medidas de los ambientes son orientativas, las reales surgirán del título de propiedad respectivo.""FOTOS DE CARÁCTER NO CONTRACTUAL -  - EBERTOLOTTI",DEPARTAMENTO EN VENTA,https://thumbs4.properati.com/8/yIg6oYVVQNkh6w5Q3ohvu4S0vJI=/trim/198x0/smart/filters:strip_icc()/xintelweb.com/upload/btt6320_2.jpg%3F1501534286
113027,113027,sell,apartment,Villa Luro,|Argentina|Capital Federal|Villa Luro|,Argentina,Capital Federal,3427407.0,"-34.6389114155,-58.5037076846",-34.638911415500004,-58.5037076846,97000.0,USD,1711516.5,97000.0,45.0,45.0,2155.555555555556,2155.555555555556,1.0,3.0,1350.0,http://www.properati.com.ar/1c7ta_venta_departamento_villa-luro_falcon-ramon-l-cor-al-5400_placard_bertolotti,"DEPARTAMENTO DE 3 AMBIENTES EN VENTA EN VILLA LURO!!!INGRESAMOS A UN HALL DE 1,5 X 1,1, UN AMPLIO LIVING COMEDOR, DOS DORMITORIOS DE 3 X 3 Y 3 X 2 AMBOS CON PLACARD, COCINA COMPLETA CON VENTILACION NATURAL Y BAÑO COMPLETO!!!TODOS PISOS DE PARQUET EN EXCELENTE ESTADO!!!UBICADO A 50 METROS DE AVENIDA ESCALADA, A 1 CUADRA DE AVENIDA RIVADAVIA Y A 3 CUADRAS DE AVENIDA BACACAY!!!SUCURSAL V. CRESPO ()SUCURSAL ALMAGRO () deja constancia que los m2 indicados son aproximados, al igual que las medidas parciales de los ambientes, y el valor consignado de expensas mensuales está sujeto a verificación y/o ajustes. fotos de carácter no contractual"".: -  - EBERTOLOTTI",DEPARTAMENTO EN VENTA,https://thumbs4.properati.com/1/vC6TKjvxEPZ9uqTdPbCnMJMry0U=/trim/198x0/smart/filters:strip_icc()/xintelweb.com/upload/BER6321_2.jpg%3F1501534287
113028,113028,sell,apartment,Ramos Mejía,|Argentina|Bs.As. G.B.A. Zona Oeste|La Matanza|Ramos Mejía|,Argentina,Bs.As. G.B.A. Zona Oeste,3429617.0,"-34.641243,-58.5559626",-34.641243,-58.55596260000001,125000.0,USD,2205562.5,125000.0,53.0,50.0,2358.490566037736,2500.0,1.0,3.0,1000.0,http://www.properati.com.ar/1c7tb_venta_departamento_ramos-mejia_lavalle-451_balcon_lavadero_luminoso_impecable_cimarelli-propiedades,"Venta de Departamento 3 AMBIENTES en Ramos Mejía, La MatanzaAPTO CREDITO BANCARIO Reciclado a nuevo 10 años A 1½ cuadra de Av Rivadavia y a 5 del centro comercial de Ramos Mejia En Excelente estado. Impecable Con lavadero independiente Super luminoso  Gran living de ingreso con balcon a contrafrente que da a pulmon de manzana Dos domitorios amplios Todas las comodidades ***CONSULTE Whatsapp +54 9 11 53772762****** Comercialización sujeta - a la concreción de la tramitación del COTI por parte del propietario - Dar acatamiento a la resolución general nº 2371 de AFIP -  - PATRICIA CIMARELLI PROPIEDADES",DEPARTAMENTO EN VENTA,https://thumbs4.properati.com/2/fFJ_q7Uo9xFQ_iH3G68Titw8reI=/trim/198x0/smart/filters:strip_icc()/xintelweb.com/upload/pci525_2.jpg%3F1501534310
113029,113029,sell,apartment,Belgrano,|Argentina|Capital Federal|Belgrano|,Argentina,Capital Federal,3436077.0,"-34.5662432,-58.454525",-34.5662432,-58.454525,328000.0,USD,5787396.0,328000.0,120.0,103.0,2733.333333333333,3184.466019417476,1.0,4.0,8500.0,http://www.properati.com.ar/1c7tc_venta_departamento_belgrano_ciudad-de-la-paz-1734_balcon_lavadero_luminoso_lujoso_dependencias_subte-linea-d_new-oro-propiedades,"Venta de Departamento 4 AMBIENTES CON DEPENDENCIA y espacio guardacoche en Belgrano, Capital FederalSemipiso con palier privado.- Orientacion Este.- Muy luminoso en todos los ambientes.- Balcón corrido al frente y balcón con cerramiento en contrafrente.- Living-Comedor en ""L"".-Hall de distribución con amplios placards.- Toillete.- Baño completo Reciclado.- 3 dormitorios ( el principal  da al balcón del frente y  los otros dos al balcón cubierto).- Cocina con comedor Diario.- Lavadero independiente.- Amplia Dependencia de Servicio. Espacio guardacoche móvil.- La planta tiene mucho potencial para ampliaciones y reformas.- Excelente ubicación a 1 cuadra de Avda. Cabildo y Virrey del Pino.-New Oro Propiedades4774- -  - NEW ORO PROPIEDADES",DEPARTAMENTO EN VENTA,https://thumbs4.properati.com/4/NXbu0faxd4KNTI6f5YIo51deAu4=/trim/198x0/smart/filters:strip_icc()/xintelweb.com/upload/NEW633_2.jpg%3F1501534311
113032,113032,sell,apartment,Parque Chacabuco,|Argentina|Capital Federal|Parque Chacabuco|,Argentina,Capital Federal,3430116.0,"-34.6410275269,-58.4231710053",-34.641027526900004,-58.4231710053,82500.0,USD,1455671.25,82500.0,51.0,47.0,1617.6470588235293,1755.3191489361704,1.0,2.0,1500.0,http://www.properati.com.ar/1c7tk_venta_departamento_parque-chacabuco_la-plata-av-_2300_amoblado_placard_aire-acondicionado_rapisarda-propiedades,"Fideicomiso Del Plata es un emprendimiento de unidades de 1 y 2 ambientes emplazado sobre el costado sur de Parque Chacabuco, en la intersección de Av. La Plata y la calle Drumond, a metros de las cinco esquinas.El edificio está compuesto por 27 unidades en 7 pisos, y un local comercial de 100 m2 en la planta baja. Los departamentos presentan distintos formatos dependiendo del metraje y su disposición.  En el 7° piso, hay dos unidades flexibles de 2 ambientes con la posibilidad de generar un ambiente más según la necesidad de la familia que lo habite.El punto geográfico donde se desarrolla este edificio es una prioridad estratégica del Gobierno de la Ciudad Autónoma de Buenos Aires, y por tal motivo se ha motivado un notable crecimiento con el desembarco de distintas empresas afines en la zona, y la incorporación del Metrobus Sur sobre la Av. Cruz, y la llegada de la línea H del subterráneo a Parque Patricios.CARACTERÍSTICAS TÉCNICAS- Pisos y revestimientos cerámicosCocina: amoblamiento bajo mesa y alacena, mesada degranito, bacha de acero inoxidable, purificador.- Artefacto de cocina y espacio con conexión para lavarropas- Conexión para split frío / calor.- Cañerías agua caliente y fría (termofusión). Instalación paraagua caliente central.- Cañería para aire acondicionado tipo Split en dormitorio yliving.- Baño completo con artefactos blancos y grifería cromadasde primera calidad.-  Interiores de placard completos con frente de piso a techo-  Puertas Placas: marco de chapa y hojas de cedro o similar.-  Puertas de acceso blindadas.-  Ventanas en PVC, vidrios con cámara de aire (DVH)-  Ascensor de gran amplitud, con detalles en acero y espejo.- Tender en azotea -  - RAPISARDA PROPIEDADES",DEPARTAMENTO EN VENTA,https://thumbs4.properati.com/5/qCjL2DK_GE8K2Y3FRSLep-vHVPM=/trim/198x0/smart/filters:strip_icc()/xintelweb.com/upload/rap770_2.jpg%3F1501534378
113033,113033,sell,apartment,Parque Chacabuco,|Argentina|Capital Federal|Parque Chacabuco|,Argentina,Capital Federal,3430116.0,"-34.6410275269,-58.4231710053",-34.641027526900004,-58.4231710053,82500.0,USD,1455671.25,82500.0,49.0,45.0,1683.6734693877552,1833.333333333333,1.0,2.0,1500.0,http://www.properati.com.ar/1c7tl_venta_departamento_parque-chacabuco_la-plata-av-_2300_amoblado_placard_aire-acondicionado_rapisarda-propiedades,"Fideicomiso Del Plata es un emprendimiento de unidades de 1 y 2 ambientes emplazado sobre el costado sur de Parque Chacabuco, en la intersección de Av. La Plata y la calle Drumond, a metros de las cinco esquinas.El edificio está compuesto por 27 unidades en 7 pisos, y un local comercial de 100 m2 en la planta baja. Los departamentos presentan distintos formatos dependiendo del metraje y su disposición.  En el 7° piso, hay dos unidades flexibles de 2 ambientes con la posibilidad de generar un ambiente más según la necesidad de la familia que lo habite.El punto geográfico donde se desarrolla este edificio es una prioridad estratégica del Gobierno de la Ciudad Autónoma de Buenos Aires, y por tal motivo se ha motivado un notable crecimiento con el desembarco de distintas empresas afines en la zona, y la incorporación del Metrobus Sur sobre la Av. Cruz, y la llegada de la línea H del subterráneo a Parque Patricios.CARACTERÍSTICAS TÉCNICAS- Pisos y revestimientos cerámicosCocina: amoblamiento bajo mesa y alacena, mesada degranito, bacha de acero inoxidable, purificador.- Artefacto de cocina y espacio con conexión para lavarropas- Conexión para split frío / calor. - Cañerías agua caliente y fría (termofusión). Instalación paraagua caliente central.- Cañería para aire acondicionado tipo Split en dormitorio yliving.- Baño completo con artefactos blancos y grifería cromadasde primera calidad.-  Interiores de placard completos con frente de piso a techo-  Puertas Placas: marco de chapa y hojas de cedro o similar.-  Puertas de acceso blindadas.-  Ventanas en PVC, vidrios con cámara de aire (DVH)-  Ascensor de gran amplitud, con detalles en acero y espejo.- Tender en azotea -  - RAPISARDA PROPIEDADES",DEPARTAMENTO EN VENTA,https://thumbs4.properati.com/0/sV0vD05zFPZnH0GZ7AHbeuw7iuM=/trim/198x0/smart/filters:strip_icc()/xintelweb.com/upload/rap771_2.jpg%3F1501534378
113034,113034,sell,apartment,Parque Chacabuco,|Argentina|Capital Federal|Parque Chacabuco|,Argentina,Capital Federal,3430116.0,"-34.6410275269,-58.4231710053",-34.641027526900004,-58.4231710053,90000.0,USD,1588005.0,90000.0,49.0,45.0,1836.7346938775509,2000.0,7.0,2.0,1500.0,http://www.properati.com.ar/1c7tm_venta_departamento_parque-chacabuco_la-plata-av-_2300_amoblado_placard_aire-acondicionado_rapisarda-propiedades,"Fideicomiso Del Plata es un emprendimiento de unidades de 1 y 2 ambientes emplazado sobre el costado sur de Parque Chacabuco, en la intersección de Av. La Plata y la calle Drumond, a metros de las cinco esquinas.El edificio está compuesto por 27 unidades en 7 pisos, y un local comercial de 100 m2 en la planta baja. Los departamentos presentan distintos formatos dependiendo del metraje y su disposición.  En el 7° piso, hay dos unidades flexibles de 2 ambientes con la posibilidad de generar un ambiente más según la necesidad de la familia que lo habite.El punto geográfico donde se desarrolla este edificio es una prioridad estratégica del Gobierno de la Ciudad Autónoma de Buenos Aires, y por tal motivo se ha motivado un notable crecimiento con el desembarco de distintas empresas afines en la zona, y la incorporación del Metrobus Sur sobre la Av. Cruz, y la llegada de la línea H del subterráneo a Parque Patricios. CARACTERÍSTICAS TÉCNICAS - Pisos y revestimientos cerámicosCocina: amoblamiento bajo mesa y alacena, mesada degranito, bacha de acero inoxidable, purificador.- Artefacto de cocina y espacio con conexión para lavarropas- Conexión para split frío / calor. - Cañerías agua caliente y fría (termofusión). Instalación paraagua caliente central.- Cañería para aire acondicionado tipo Split en dormitorio yliving.- Baño completo con artefactos blancos y grifería cromadasde primera calidad.-  Interiores de placard completos con frente de piso a techo-  Puertas Placas: marco de chapa y hojas de cedro o similar.-  Puertas de acceso blindadas.-  Ventanas en PVC, vidrios con cámara de aire (DVH)-  Ascensor de gran amplitud, con detalles en acero y espejo.- Tender en azotea -  - RAPISARDA PROPIEDADES",DEPARTAMENTO EN VENTA,https://thumbs4.properati.com/6/KlzEQynv7drTCwjb6lrt6AyL1Jw=/trim/198x0/smart/filters:strip_icc()/xintelweb.com/upload/rap772_2.jpg%3F1501534378
113035,113035,sell,apartment,Parque Chacabuco,|Argentina|Capital Federal|Parque Chacabuco|,Argentina,Capital Federal,3430116.0,"-34.6410275269,-58.4231710053",-34.641027526900004,-58.4231710053,110000.0,USD,1940895.0,110000.0,62.0,58.0,1774.1935483870968,1896.551724137931,7.0,2.0,1500.0,http://www.properati.com.ar/1c7tn_venta_departamento_parque-chacabuco_la-plata-av-_2300_amoblado_placard_aire-acondicionado_rapisarda-propiedades,"Fideicomiso Del Plata es un emprendimiento de unidades de 1 y 2 ambientes emplazado sobre el costado sur de Parque Chacabuco, en la intersección de Av. La Plata y la calle Drumond, a metros de las cinco esquinas.El edificio está compuesto por 27 unidades en 7 pisos, y un local comercial de 100 m2 en la planta baja. Los departamentos presentan distintos formatos dependiendo del metraje y su disposición.  En el 7° piso, hay dos unidades flexibles de 2 ambientes con la posibilidad de generar un ambiente más según la necesidad de la familia que lo habite.El punto geográfico donde se desarrolla este edificio es una prioridad estratégica del Gobierno de la Ciudad Autónoma de Buenos Aires, y por tal motivo se ha motivado un notable crecimiento con el desembarco de distintas empresas afines en la zona, y la incorporación del Metrobus Sur sobre la Av. Cruz, y la llegada de la línea H del subterráneo a Parque Patricios.CARACTERÍSTICAS TÉCNICAS - Pisos y revestimientos cerámicosCocina: amoblamiento bajo mesa y alacena, mesada degranito, bacha de acero inoxidable, purificador.- Artefacto de cocina y espacio con conexión para lavarropas- Conexión para split frío / calor.- Cañerías agua caliente y fría (termofusión). Instalación paraagua caliente central.- Cañería para aire acondicionado tipo Split en dormitorio yliving.- Baño completo con artefactos blancos y grifería cromadasde primera calidad.-  Interiores de placard completos con frente de piso a techo-  Puertas Placas: marco de chapa y hojas de cedro o similar.-  Puertas de acceso blindadas.-  Ventanas en PVC, vidrios con cámara de aire (DVH)-  Ascensor de gran amplitud, con detalles en acero y espejo.- Tender en azotea -  - RAPISARDA PROPIEDADES",DEPARTAMENTO EN VENTA,https://thumbs4.properati.com/9/u5UYIt3YrWtKPt4_NZjamRAPHNk=/trim/198x0/smart/filters:strip_icc()/xintelweb.com/upload/rap773_2.jpg%3F1501534378
113036,113036,sell,apartment,Parque Chacabuco,|Argentina|Capital Federal|Parque Chacabuco|,Argentina,Capital Federal,3430116.0,"-34.6410275269,-58.4231710053",-34.641027526900004,-58.4231710053,90000.0,USD,1588005.0,90000.0,46.0,42.0,1956.521739130435,2142.8571428571427,7.0,2.0,1500.0,http://www.properati.com.ar/1c7to_venta_departamento_parque-chacabuco_la-plata-av-_2300_amoblado_placard_aire-acondicionado_rapisarda-propiedades,"Fideicomiso Del Plata es un emprendimiento de unidades de 1 y 2 ambientes emplazado sobre el costado sur de Parque Chacabuco, en la intersección de Av. La Plata y la calle Drumond, a metros de las cinco esquinas.El edificio está compuesto por 27 unidades en 7 pisos, y un local comercial de 100 m2 en la planta baja. Los departamentos presentan distintos formatos dependiendo del metraje y su disposición.  En el 7° piso, hay dos unidades flexibles de 2 ambientes con la posibilidad de generar un ambiente más según la necesidad de la familia que lo habite.El punto geográfico donde se desarrolla este edificio es una prioridad estratégica del Gobierno de la Ciudad Autónoma de Buenos Aires, y por tal motivo se ha motivado un notable crecimiento con el desembarco de distintas empresas afines en la zona, y la incorporación del Metrobus Sur sobre la Av. Cruz, y la llegada de la línea H del subterráneo a Parque Patricios.CARACTERÍSTICAS TÉCNICAS - Pisos y revestimientos cerámicosCocina: amoblamiento bajo mesa y alacena, mesada degranito, bacha de acero inoxidable, purificador.- Artefacto de cocina y espacio con conexión para lavarropas- Conexión para split frío / calor.- Cañerías agua caliente y fría (termofusión). Instalación paraagua caliente central.- Cañería para aire acondicionado tipo Split en dormitorio yliving.- Baño completo con artefactos blancos y grifería cromadasde primera calidad.-  Interiores de placard completos con frente de piso a techo-  Puertas Placas: marco de chapa y hojas de cedro o similar.-  Puertas de acceso blindadas.-  Ventanas en PVC, vidrios con cámara de aire (DVH)-  Ascensor de gran amplitud, con detalles en acero y espejo.- Tender en azotea -  - RAPISARDA PROPIEDADES",DEPARTAMENTO EN VENTA,https://thumbs4.properati.com/9/-iBTji0Noed43O2WDwHRCSVhKok=/trim/198x0/smart/filters:strip_icc()/xintelweb.com/upload/rap774_2.jpg%3F1501534378
113037,113037,sell,apartment,Parque Chacabuco,|Argentina|Capital Federal|Parque Chacabuco|,Argentina,Capital Federal,3430116.0,"-34.6410275269,-58.4231710053",-34.641027526900004,-58.4231710053,120500.0,USD,2126162.25,120500.0,73.0,66.0,1650.6849315068494,1825.757575757576,6.0,2.0,1500.0,http://www.properati.com.ar/1c7tp_venta_departamento_parque-chacabuco_la-plata-av-_2300_amoblado_placard_aire-acondicionado_rapisarda-propiedades,"Fideicomiso Del Plata es un emprendimiento de unidades de 1 y 2 ambientes emplazado sobre el costado sur de Parque Chacabuco, en la intersección de Av. La Plata y la calle Drumond, a metros de las cinco esquinas.El edificio está compuesto por 27 unidades en 7 pisos, y un local comercial de 100 m2 en la planta baja. Los departamentos presentan distintos formatos dependiendo del metraje y su disposición.  En el 7° piso, hay dos unidades flexibles de 2 ambientes con la posibilidad de generar un ambiente más según la necesidad de la familia que lo habite.El punto geográfico donde se desarrolla este edificio es una prioridad estratégica del Gobierno de la Ciudad Autónoma de Buenos Aires, y por tal motivo se ha motivado un notable crecimiento con el desembarco de distintas empresas afines en la zona, y la incorporación del Metrobus Sur sobre la Av. Cruz, y la llegada de la línea H del subterráneo a Parque Patricios.CARACTERÍSTICAS TÉCNICAS - Pisos y revestimientos cerámicosCocina: amoblamiento bajo mesa y alacena, mesada degranito, bacha de acero inoxidable, purificador.- Artefacto de cocina y espacio con conexión para lavarropas- Conexión para split frío / calor.- Cañerías agua caliente y fría (termofusión). Instalación paraagua caliente central.- Cañería para aire acondicionado tipo Split en dormitorio yliving.- Baño completo con artefactos blancos y grifería cromadasde primera calidad.-  Interiores de placard completos con frente de piso a techo-  Puertas Placas: marco de chapa y hojas de cedro o similar.-  Puertas de acceso blindadas.-  Ventanas en PVC, vidrios con cámara de aire (DVH)-  Ascensor de gran amplitud, con detalles en acero y espejo.- Tender en azotea -  - RAPISARDA PROPIEDADES",DEPARTAMENTO EN VENTA,https://thumbs4.properati.com/7/bu-0GzhupoSU3iC_5-GNZNQBS1o=/trim/198x0/smart/filters:strip_icc()/xintelweb.com/upload/rap775_2.jpg%3F1501534378
113038,113038,sell,apartment,Parque Chacabuco,|Argentina|Capital Federal|Parque Chacabuco|,Argentina,Capital Federal,3430116.0,"-34.6410275269,-58.4231710053",-34.641027526900004,-58.4231710053,88000.0,USD,1552716.0,88000.0,49.0,45.0,1795.9183673469388,1955.555555555556,6.0,2.0,1500.0,http://www.properati.com.ar/1c7tq_venta_departamento_parque-chacabuco_la-plata-av-_2300_amoblado_placard_aire-acondicionado_rapisarda-propiedades,"Fideicomiso Del Plata es un emprendimiento de unidades de 1 y 2 ambientes emplazado sobre el costado sur de Parque Chacabuco, en la intersección de Av. La Plata y la calle Drumond, a metros de las cinco esquinas.El edificio está compuesto por 27 unidades en 7 pisos, y un local comercial de 100 m2 en la planta baja. Los departamentos presentan distintos formatos dependiendo del metraje y su disposición.  En el 7° piso, hay dos unidades flexibles de 2 ambientes con la posibilidad de generar un ambiente más según la necesidad de la familia que lo habite.El punto geográfico donde se desarrolla este edificio es una prioridad estratégica del Gobierno de la Ciudad Autónoma de Buenos Aires, y por tal motivo se ha motivado un notable crecimiento con el desembarco de distintas empresas afines en la zona, y la incorporación del Metrobus Sur sobre la Av. Cruz, y la llegada de la línea H del subterráneo a Parque Patricios. CARACTERÍSTICAS TÉCNICAS - Pisos y revestimientos cerámicosCocina: amoblamiento bajo mesa y alacena, mesada degranito, bacha de acero inoxidable, purificador.- Artefacto de cocina y espacio con conexión para lavarropas- Conexión para split frío / calor. - Cañerías agua caliente y fría (termofusión). Instalación paraagua caliente central.- Cañería para aire acondicionado tipo Split en dormitorio yliving.- Baño completo con artefactos blancos y grifería cromadasde primera calidad.-  Interiores de placard completos con frente de piso a techo-  Puertas Placas: marco de chapa y hojas de cedro o similar.-  Puertas de acceso blindadas.-  Ventanas en PVC, vidrios con cámara de aire (DVH)-  Ascensor de gran amplitud, con detalles en acero y espejo.- Tender en azotea -  - RAPISARDA PROPIEDADES",DEPARTAMENTO EN VENTA,https://thumbs4.properati.com/3/eUq-MykbjLGtUMVPRDQtls8nSfA=/trim/198x0/smart/filters:strip_icc()/xintelweb.com/upload/rap776_2.jpg%3F1501534378
